x_m,y_m
11.388610779000988,-1.6084282825797638
11.49032269636976,-1.604570705526271
11.592144468981413,-1.6009484196985462
11.694071532186836,-1.597562713157209
11.795403890779493,-1.594435509313384
11.894613661102658,-1.5916044793324895
11.99391054166822,-1.5889988146828382
12.093290759988543,-1.586618472119421
12.192750543576006,-1.584463408397229
12.292286119942979,-1.582533580271253
12.391893716601837,-1.580828944496484
12.491569561064951,-1.579349457827913
12.591309880844696,-1.5780950770205306
12.691110903453444,-1.577065758829328
12.790968856403566,-1.5762614600092961
12.890879967207445,-1.575682137315426
12.990840463377438,-1.5753277475027083
13.090846572425932,-1.5751982473261343
13.190894521865292,-1.5752935935406944
13.290980539207897,-1.5756137429013801
13.391100851966117,-1.576158652163182
13.491251687652323,-1.5769282780810912
13.591429273778893,-1.577922577410099
13.691629837858196,-1.5791415069051953
13.791849607402606,-1.580585023321372
13.892084809924496,-1.5822530834136195
13.992331672936238,-1.5841456439369288
14.09258642395021,-1.5862626616462914
14.192845290478783,-1.5886040932966974
14.293104500034326,-1.5911698956431384
14.393360280129219,-1.5939600254406048
14.493608858275827,-1.596974439444088
14.593846461986528,-1.6002130944085788
14.694069318773698,-1.603675947089068
14.7942736561497,-1.6073629542405465
14.894455701626923,-1.6112740726180053
14.994611682717723,-1.6154092589764355
15.095190027297452,-1.619788621728049
15.19597207518774,-1.624404481364553
15.296716448941105,-1.6292457211116864
15.397419459595147,-1.6343112975424363
15.498077418187465,-1.6396001672297906
15.598686635755662,-1.6451112867467363
15.699243423337341,-1.650843612666261
15.799744091970101,-1.6567961015613517
15.900184952691543,-1.6629677100049962
16.00056231653927,-1.6693573945701816
16.10087249455088,-1.6759641118298951
16.201111797763982,-1.6827868183571246
16.301276537216168,-1.6898244707248573
16.401363023945045,-1.6970760255060806
16.501367568988204,-1.7045404392737817
16.601286483383262,-1.712216668600948
16.701116078167814,-1.7201036700605667
16.80085266437946,-1.7282004002256257
16.90049255305579,-1.736505815669112
17.000032055234424,-1.7450188729640128
17.099467481952956,-1.753738528683316
17.198795144248987,-1.7626637394000084
17.298011353160117,-1.771793461687078
17.39711241972395,-1.7811266521175118
17.496094654978084,-1.7906622672642971
17.59495436996012,-1.8003992637004214
17.69368787570766,-1.8103365979988721
17.792291483258307,-1.8204732267326365
17.890761503649664,-1.830808106474702
17.98909424791933,-1.8413401937980556
18.0872860271049,-1.8520684452756857
18.18533315224398,-1.8629918174805786
